,level_0,Card,Tags
7143,7143,"Kyoki, Sanity's Eclipse","['cast trigger-you', 'discard to exile', 'discard with set mechanic', 'hand disruption', 'noncreature tribal', 'synergy-arcane', 'tribal-spirit', 'cast trigger', 'discard', 'typal', 'typal-creature']"
7144,7144,Lifegift,"['landfall', 'lifegain', 'lands matter']"
7145,7145,Lifespinner,"['noncreature tribal', 'sacrifice outlet-creature', 'synergy-legendary', 'tribal-spirit', 'tutor-creature-spirit', 'tutor-to-battlefield', 'sacrifice outlet', 'tutor', 'tutor-creature', 'tutor-to', 'typal', 'typal-creature']"
7146,7146,Loam Dweller,"[""bear with set's mechanic"", 'cast trigger-you', 'extra land', 'noncreature tribal', 'sneak-land', 'synergy-arcane', 'tribal-spirit', 'cast trigger', 'ramp', 'typal', 'typal-creature']"
7147,7147,"Mannichi, the Fevered Dream",[]
7148,7148,Mark of Sakiko,"['namesake-spell', 'ramp', 'saboteur', 'card names']"
7149,7149,Mark of the Oni,"['drawback', 'noncreature tribal', 'theft-creature', 'tribal-demon', 'control changing effects', 'theft', 'typal', 'typal-creature']"
7150,7150,Matsu-Tribe Sniper,"['freeze-creature', 'hate-flying', 'pinger', 'removal-creature-burn', 'tapper-creature', 'burn', 'freeze', 'removal', 'removal-creature', 'tapper']"
7151,7151,Mending Hands,['damage prevention']
7152,7152,Minamo Sightbender,"['evasion', 'gives unblockable', 'gives-evasion']"
7153,7153,Minamo's Meddling,"['alliteration', 'counterspell', 'counterspell with set mechanic', 'hate-set-mechanic', 'hate-splice', 'blue effect', 'card names']"
7154,7154,Mirror Gallery,"['symmetrical', 'synergy-legendary']"
7155,7155,Mistblade Shinobi,"['activate from hand', 'removal-creature-bounce', 'rescue-creature', 'saboteur', 'sneak-self', 'synergy-attacker', 'bounce', 'cost ignorer', 'removal', 'removal-creature', 'rescue', 'sneak']"
7156,7156,Moonlit Strider,"['death trigger-self', 'evasion', 'gives protection', 'gives-evasion', 'hate-color-choose', 'mana value matters', 'martyr', 'noncreature tribal', 'regrowth-creature', 'tribal-spirit', 'card advantage', 'death trigger', 'hate-color', 'leaves battlefield trigger', 'recursion', 'recursion-creature', 'regrowth', 'sacrifice self', 'typal', 'typal-creature']"
7157,7157,Neko-Te,"['lockdown', 'lockdown-creature', 'opponent loses life', 'saboteur', 'tapper-creature', 'tapper']"
7158,7158,Nezumi Shadow-Watcher,"['hate-set-mechanic', 'hate-tribal-ninja', 'martyr', 'noncreature tribal', 'removal-creature-destroy', 'hate-tribal', 'removal', 'removal-creature', 'sacrifice self', 'typal', 'typal-creature']"
7159,7159,Ninja of the Deep Hours,"['activate from hand', 'curiosity', 'repeatable draw', 'rescue-creature', 'sneak-self', 'synergy-attacker', 'bounce', 'card advantage', 'cost ignorer', 'draw', 'rescue', 'saboteur', 'sneak']"
7160,7160,Nourishing Shoal,"['cycle-bok-shoal', 'lifegain', 'mana value matters', 'pitch spell', 'synergy-green', 'cycle']"
7161,7161,Ogre Marauder,"['attack trigger', 'punisher', 'removal-creature-sacrifice', 'synergy-attacker-self', 'unblockable', 'dilemma', 'evasion', 'removal', 'removal-creature']"
7162,7162,Ogre Recluse,"['cast trigger', 'drawback']"
7163,7163,Okiba-Gang Shinobi,"['activate from hand', 'discard with set mechanic', 'rescue-creature', 'saboteur', 'sneak-self', 'synergy-attacker', 'bounce', 'cost ignorer', 'discard', 'rescue', 'sneak']"
7164,7164,"Opal-Eye, Konda's Yojimbo","['block trigger', 'bushido', 'damage redirection', 'delayed replacement effect', 'hate-blocker', 'namesake-spell', 'synergy-blocker-self', 'card names', 'damage prevention']"
7165,7165,Orb of Dreams,"['kismet effect', 'tapper-permanent', 'tapper', 'tapper-artifact', 'tapper-creature', 'tapper-land', 'tapper-planeswalker']"
7166,7166,Ornate Kanzashi,"['impulsive draw', 'mill-exile', 'theft-cast', 'tome', 'control changing effects', 'mill', 'red effect', 'theft']"
7167,7167,Overblaze,"['damage multiplier', 'synergy-arcane']"
7168,7168,"Oyobi, Who Split the Heavens","['cast trigger-you', 'noncreature tribal', 'repeatable token generator', 'synergy-arcane', 'tribal-spirit', 'unique token', 'cast trigger', 'typal', 'typal-creature']"
7169,7169,Patron of the Akki,"['attack trigger', 'cycle-kami-patron', 'gains flash', 'mana value matters', 'noncreature tribal', 'sacrifice outlet-creature', 'synergy-attacker-self', 'tribal-goblin', 'cycle', 'sacrifice outlet', 'typal', 'typal-creature']"
7170,7170,Patron of the Kitsune,"['attack trigger', 'cycle-kami-patron', 'gains flash', 'hate-attacker', 'lifegain', 'mana value matters', 'noncreature tribal', 'sacrifice outlet-creature', 'synergy-attacker', 'tribal-fox', 'cycle', 'sacrifice outlet', 'typal', 'typal-creature']"
7171,7171,Patron of the Moon,"['color break', 'cycle-kami-patron', 'extra land', 'gains flash', 'mana value matters', 'noncreature tribal', 'sacrifice outlet-creature', 'sneak-land', 'tribal-moonfolk', 'cycle', 'ramp', 'sacrifice outlet', 'typal', 'typal-creature']"
7172,7172,Patron of the Nezumi,"['cycle-kami-patron', 'death trigger', 'gains flash', 'mana value matters', 'noncreature tribal', 'opponent loses life', 'sacrifice outlet-creature', 'tribal-rat', 'cycle', 'leaves battlefield trigger', 'sacrifice outlet', 'typal', 'typal-creature']"
7173,7173,Patron of the Orochi,"['adds multiple mana', 'cycle-kami-patron', 'extra untap', 'gains flash', 'mana dork', 'mana value matters', 'noncreature tribal', 'sacrifice outlet-creature', 'synergy-forest', 'synergy-green', 'tribal-snake', 'untapper-creature', 'untapper-land', 'cycle', 'mana producer', 'ramp', 'sacrifice outlet', 'typal', 'typal-creature', 'untapper']"
7174,7174,Petalmane Baku,"['adds multiple mana', 'cast trigger-you', 'cycle-bok-baku', 'noncreature tribal', 'ramp', 'synergy-arcane', 'tribal-spirit', 'cast trigger', 'cycle', 'typal', 'typal-creature']"
7175,7175,Psychic Spear,"['hate-arcane', 'hate-set-mechanic', 'hate-tribal-spirit', 'noncreature tribal', 'thoughtseize', 'hand disruption', 'hate-tribal', 'typal', 'typal-creature']"
7176,7176,Pus Kami,"['death trigger-self', 'mana value matters', 'martyr', 'noncreature tribal', 'regrowth-creature', 'removal-creature-destroy', 'tribal-spirit', 'card advantage', 'death trigger', 'leaves battlefield trigger', 'recursion', 'recursion-creature', 'regrowth', 'removal', 'removal-creature', 'sacrifice self', 'typal', 'typal-creature']"
7177,7177,Quillmane Baku,"['cast trigger-you', 'cycle-bok-baku', 'noncreature tribal', 'removal-creature-bounce', 'synergy-arcane', 'tribal-spirit', 'cast trigger', 'cycle', 'removal', 'removal-creature', 'typal', 'typal-creature']"
7178,7178,Reduce to Dreams,"['sweeper-artifact-bounce', 'sweeper-enchantment-bounce', 'symmetrical', 'bounce', 'sweeper', 'sweeper-artifact', 'sweeper-enchantment']"
7179,7179,Ribbons of the Reikai,"['alliteration', 'draw', 'noncreature tribal', 'tribal-spirit', 'card advantage', 'card names', 'typal', 'typal-creature']"
7180,7180,Roar of Jukai,"['cycle-bok-nomana-splice-arcane', 'hate-blocker', 'opponent lifegain', 'selective group hug', 'synergy-arcane', 'synergy-forest', 'cycle', 'group hug']"
7181,7181,Ronin Cliffrider,"['attack trigger', 'block trigger', 'bushido', 'hate-blocker', 'sweeper-creature-burn', 'sweeper-one-sided', 'synergy-attacker-self', 'synergy-blocker-self', 'sweeper', 'sweeper-creature']"
7182,7182,Ronin Warclub,"['creaturefall', 'quick equip', 'quick attach']"
7183,7183,"Sakiko, Mother of Summer","['alliteration', 'ramp', 'saboteur', 'card names']"
7184,7184,Sakura-Tribe Springcaller,"['alliteration', 'ramp', 'card names']"
7185,7185,Scaled Hulk,"['cast trigger-you', 'noncreature tribal', 'synergy-arcane', 'tribal-spirit', 'cast trigger', 'typal', 'typal-creature']"
7186,7186,Scourge of Numai,"['noncreature tribal', 'tribal-ogre', 'typal', 'typal-creature']"
7187,7187,Shimmering Glasskite,"['counterspell-ability', 'counterspell-automatic', 'evasion', 'blue effect', 'counterspell']"
7188,7188,Shining Shoal,"['alliteration', 'cycle-bok-shoal', 'damage prevention-creature', 'damage prevention-you', 'damage redirection', 'mana value matters', 'pitch spell', 'synergy-white', 'card names', 'cycle', 'damage prevention']"
7189,7189,Shinka Gatekeeper,"['jackal pup ability', 'enrage']"
7190,7190,"Shirei, Shizo's Caretaker","['alliteration', 'death trigger', 'delayed triggered ability', 'reanimate-creature', 'card names', 'leaves battlefield trigger', 'reanimate', 'recursion', 'recursion-creature']"
7191,7191,"Shizuko, Caller of Autumn",['ramp']
7192,7192,Shuko,"['boost-power', 'vanilla equipment']"
7193,7193,Shuriken,"['defector', 'gift', 'pinger', 'removal-creature-burn', 'tribal-ninja', 'burn', 'control changing effects', 'removal', 'removal-creature', 'typal', 'typal-creature']"
7194,7194,Sickening Shoal,"['alliteration', 'cycle-bok-shoal', 'mana value matters', 'pitch spell', 'removal-creature-toughness', 'synergy-black', 'card names', 'cycle', 'removal', 'removal-creature']"
7195,7195,Silverstorm Samurai,"['alliteration', 'block trigger', 'bushido', 'french vanilla', 'hate-blocker', 'synergy-blocker-self', 'card names', 'flavors of vanilla']"
7196,7196,Skullmane Baku,"['cast trigger-you', 'cycle-bok-baku', 'noncreature tribal', 'removal-creature-toughness', 'synergy-arcane', 'tribal-spirit', 'cast trigger', 'cycle', 'removal', 'removal-creature', 'typal', 'typal-creature']"
7197,7197,Skullsnatcher,"['activate from hand', 'hate-graveyard', 'rescue-creature', 'saboteur', 'sneak-self', 'synergy-attacker', 'bounce', 'cost ignorer', 'rescue', 'sneak']"
7198,7198,Slumbering Tora,"['animate self', 'creature type erratum', 'discard outlet', 'discard outlet-creature', 'mana value matters', 'noncreature tribal', 'synergy-arcane', 'tribal-spirit', 'animate', 'typal', 'typal-creature', 'type change']"
7199,7199,Soratami Mindsweeper,"['mill-any', 'rescue-land', 'bounce', 'mill', 'rescue']"
7200,7200,Sosuke's Summons,"['alliteration', 'namesake-spell', 'noncreature tribal', 'regrowth-self', 'tribal-snake', 'trigger from graveyard', 'card advantage', 'card names', 'recursion', 'regrowth', 'typal', 'typal-creature']"
7201,7201,Split-Tail Miko,['damage prevention']
7202,7202,Stir the Grave,"['reanimate-creature', 'reanimate', 'recursion', 'recursion-creature']"
7203,7203,Stream of Consciousness,"['hate-graveyard', 'restock', 'recursion']"
7204,7204,Takeno's Cavalry,"['block trigger', 'bushido', 'hate-attacker', 'hate-blocker', 'hate-set-mechanic', 'hate-tribal-spirit', 'namesake-spell', 'pinger', 'removal-creature-burn', 'synergy-blocker-self', 'unique type line', 'burn', 'card names', 'hate-tribal', 'removal', 'removal-creature']"
7205,7205,Takenuma Bleeder,"['attack trigger', 'block trigger', 'drawback', 'noncreature tribal', 'tribal-demon', 'typal', 'typal-creature']"
7206,7206,Tallowisp,"['cast trigger-you', 'noncreature tribal', 'synergy-arcane', 'tribal-spirit', 'tutor-aura-creature', 'tutor-to-hand', 'cast trigger', 'tutor', 'tutor-enchantment', 'tutor-enchantment-aura', 'tutor-to', 'typal', 'typal-creature']"
7207,7207,Teardrop Kami,"['cycle-bok-m-sac-spirit', 'martyr', 'tapper-creature', 'twiddle', 'untapper-creature', 'cycle', 'sacrifice self', 'tapper', 'untapper']"
7208,7208,Tendo Ice Bridge,[]
7209,7209,Terashi's Grasp,"['disenchant/naturalize', 'lifegain', 'mana value matters', 'namesake-spell', 'removal-artifact-destroy', 'removal-enchantment-destroy', 'card names', 'removal', 'removal-artifact', 'removal-enchantment']"
7210,7210,Terashi's Verdict,"['doomblade', 'hate-attacker', 'namesake-spell', 'card names', 'removal', 'removal-creature', 'removal-creature-destroy']"
7211,7211,That Which Was Taken,"['alliteration', 'gives indestructible', 'protects-creature', 'card names', 'protects-permanent']"
7212,7212,Threads of Disloyalty,"['theft-creature', 'unique enchant target', 'control changing effects', 'theft']"
7213,7213,Three Tragedies,"['alliteration', 'discard with set mechanic', 'card names', 'discard']"
7214,7214,Throat Slitter,"['activate from hand', 'removal-creature-destroy', 'rescue-creature', 'saboteur', 'sneak-self', 'synergy-attacker', 'bounce', 'cost ignorer', 'removal', 'removal-creature', 'rescue', 'sneak']"
7215,7215,Toils of Night and Day,"['tapper-permanent', 'twiddle', 'untapper-permanent', 'tapper', 'tapper-artifact', 'tapper-creature', 'tapper-land', 'tapper-planeswalker', 'untapper', 'untapper-artifact', 'untapper-creature', 'untapper-land', 'untapper-nonland']"
7216,7216,"Tomorrow, Azami's Familiar","['draw matters', 'impulse', 'namesake-spell', 'card advantage', 'card names']"
7217,7217,Torrent of Stone,"['burn with set mechanic', 'cycle-bok-nomana-splice-arcane', 'removal-creature-burn', 'sacrifice outlet-land', 'synergy-arcane', 'synergy-mountain', 'burn', 'cycle', 'removal', 'removal-creature', 'sacrifice outlet']"
7218,7218,Toshiro Umezawa,"['block trigger', 'death trigger', 'grants flashback', 'hate-blocker', 'synergy-blocker-self', 'synergy-instant', 'leaves battlefield trigger']"
7219,7219,Traproot Kami,['synergy-forest']
7220,7220,Twist Allegiance,"['exchange control', 'gives haste', 'theft-mass', 'threaten', 'untapper-creature', 'control changing effects', 'theft', 'untapper']"
7221,7221,Umezawa's Jitte,"['lifegain', 'modal', 'namesake-spell', 'removal-creature-toughness', 'card names', 'removal', 'removal-creature']"
7222,7222,Unchecked Growth,"['giant growth with set mechanic', 'gives trample', 'tribal-spirit', 'combat trick', 'enlarge', 'giant growth', 'typal', 'typal-creature']"
7223,7223,Uproot,"['removal-land-tuck', 'single english word name', 'card names', 'tuck']"
7224,7224,Veil of Secrecy,"['cycle-bok-nomana-splice-arcane', 'gives shroud', 'gives unblockable', 'protects-creature', 'rescue-creature', 'synergy-arcane', 'synergy-blue', 'bounce', 'cycle', 'gives-evasion', 'protects-permanent', 'rescue']"
7225,7225,Vital Surge,"['lifegain', 'synergy-arcane']"
7226,7226,Walker of Secret Ways,"['activate from hand', 'alliteration', 'noncreature tribal', 'rescue-creature', 'saboteur', 'sneak-self', 'synergy-attacker', 'tribal-ninja', 'bounce', 'card names', 'cost ignorer', 'rescue', 'sneak', 'typal', 'typal-creature']"
7227,7227,Ward of Piety,"['damage prevention-creature', 'damage redirection', 'damage prevention']"
7228,7228,Waxmane Baku,"['cast trigger-you', 'cycle-bok-baku', 'noncreature tribal', 'synergy-arcane', 'tapper-creature', 'tribal-spirit', 'cast trigger', 'cycle', 'tapper', 'typal', 'typal-creature']"
7229,7229,"Yomiji, Who Bars the Way","['alliteration', 'death trigger', 'regrowth-permanent', 'synergy-legendary', 'card advantage', 'card names', 'leaves battlefield trigger', 'recursion', 'recursion-permanent', 'regrowth']"
7230,7230,"Yukora, the Prisoner","['drawback', 'leaves battlefield trigger-self', 'sacrifice outlet-creature', 'tribal-ogre', 'unique-type-exclusion', 'leaves battlefield trigger', 'sacrifice outlet', 'typal', 'typal-creature']"
7231,7231,"Adamaro, First to Desire","['cycle-sok-maro-creature', 'hand size hate', 'maro', 'cycle', 'hand size matters']"
7232,7232,Aether Shockwave,"['hate-set-mechanic', 'hate-tribal-non-spirit', 'hate-tribal-spirit', 'modal', 'noncreature tribal', 'tapper-creature', 'tribal-spirit', 'hate-tribal', 'tapper', 'typal', 'typal-creature']"
7233,7233,Akki Drillmaster,['gives haste']
7234,7234,Akki Underling,"['gains first strike', 'hand size matters']"
7235,7235,"Akuta, Born of Ash","['alliteration', 'hand size matters', 'reanimate-self', 'sacrifice outlet-land', 'synergy-swamp', 'trigger from graveyard', 'card names', 'reanimate', 'recursion', 'sacrifice outlet']"
7236,7236,Araba Mothrider,"['block trigger', 'bushido', 'evasion', 'french vanilla', 'hate-blocker', 'synergy-blocker-self', 'flavors of vanilla']"
7237,7237,"Arashi, the Sky Asunder","['activate from hand', 'hate-flying', 'hurricane', 'mana sink', 'removal-creature-burn', 'sweeper-creature-burn', 'burn', 'removal', 'removal-creature', 'sweeper', 'sweeper-creature']"
7238,7238,Ashes of the Fallen,"['universal type change', 'type change']"
7239,7239,"Ayumi, the Last Visitor","['evasion', 'french vanilla', 'hate-legendary', 'hate-set-mechanic', 'flavors of vanilla']"
7240,7240,Barrel Down Sokenzan,"['burn with set mechanic', 'lands matter', 'removal-creature-burn', 'rescue-land', 'synergy-mountain', 'bounce', 'burn', 'removal', 'removal-creature', 'rescue']"
7241,7241,Blood Clock,"['punisher', 'removal-permanent-bounce', 'rescue-permanent', 'symmetrical', 'bounce', 'dilemma', 'removal', 'removal-artifact', 'removal-battle', 'removal-creature', 'removal-enchantment', 'removal-land', 'removal-permanent', 'removal-planeswalker', 'rescue', 'rescue-artifact', 'rescue-creature', 'rescue-enchantment', 'rescue-land']"
7242,7242,Bounteous Kirin,"['cast trigger-you', 'cycle-sok-legendary-kirin', 'evasion', 'lifegain', 'mana value matters', 'noncreature tribal', 'synergy-arcane', 'tribal-spirit', 'cast trigger', 'cycle', 'typal', 'typal-creature']"
7243,7243,Briarknit Kami,"['cast trigger-you', 'gives pp counters', 'noncreature tribal', 'synergy-arcane', 'tribal-spirit', 'cast trigger', 'typal', 'typal-creature']"
